name,title,level,facing,categories,description,detail,remediation,metadata,cache_key
auth_rls_initplan,Auth RLS Initialization Plan,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if calls to `auth.<function>()` in RLS policies are being unnecessarily re-evaluated for each row,Table `public.project_budgets` has a row level security policy `PM budget read access` that re-evaluates an auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing `auth.<function>()` with `(select auth.<function>())`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.,https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan,"{""name"":""project_budgets"",""type"":""table"",""schema"":""public""}",auth_rls_init_plan_public_project_budgets_PM budget read access
auth_rls_initplan,Auth RLS Initialization Plan,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if calls to `auth.<function>()` in RLS policies are being unnecessarily re-evaluated for each row,Table `public.tender_submissions` has a row level security policy `Supplier own submission` that re-evaluates an auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing `auth.<function>()` with `(select auth.<function>())`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.,https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan,"{""name"":""tender_submissions"",""type"":""table"",""schema"":""public""}",auth_rls_init_plan_public_tender_submissions_Supplier own submission
auth_rls_initplan,Auth RLS Initialization Plan,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if calls to `auth.<function>()` in RLS policies are being unnecessarily re-evaluated for each row,Table `public.shop_drawings` has a row level security policy `Architect shop drawing management` that re-evaluates an auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing `auth.<function>()` with `(select auth.<function>())`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.,https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan,"{""name"":""shop_drawings"",""type"":""table"",""schema"":""public""}",auth_rls_init_plan_public_shop_drawings_Architect shop drawing management
auth_rls_initplan,Auth RLS Initialization Plan,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if calls to `auth.<function>()` in RLS policies are being unnecessarily re-evaluated for each row,Table `public.shop_drawing_revisions` has a row level security policy `Drawing revision access follows drawing` that re-evaluates an auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing `auth.<function>()` with `(select auth.<function>())`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.,https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan,"{""name"":""shop_drawing_revisions"",""type"":""table"",""schema"":""public""}",auth_rls_init_plan_public_shop_drawing_revisions_Drawing revision access follows drawing
auth_rls_initplan,Auth RLS Initialization Plan,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if calls to `auth.<function>()` in RLS policies are being unnecessarily re-evaluated for each row,Table `public.mobile_devices` has a row level security policy `Users manage own devices` that re-evaluates an auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing `auth.<function>()` with `(select auth.<function>())`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.,https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan,"{""name"":""mobile_devices"",""type"":""table"",""schema"":""public""}",auth_rls_init_plan_public_mobile_devices_Users manage own devices
auth_rls_initplan,Auth RLS Initialization Plan,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if calls to `auth.<function>()` in RLS policies are being unnecessarily re-evaluated for each row,Table `public.mobile_sync_queue` has a row level security policy `Users manage own sync queue` that re-evaluates an auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing `auth.<function>()` with `(select auth.<function>())`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.,https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan,"{""name"":""mobile_sync_queue"",""type"":""table"",""schema"":""public""}",auth_rls_init_plan_public_mobile_sync_queue_Users manage own sync queue
auth_rls_initplan,Auth RLS Initialization Plan,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if calls to `auth.<function>()` in RLS policies are being unnecessarily re-evaluated for each row,Table `public.field_photos` has a row level security policy `Field photo project access` that re-evaluates an auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing `auth.<function>()` with `(select auth.<function>())`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.,https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan,"{""name"":""field_photos"",""type"":""table"",""schema"":""public""}",auth_rls_init_plan_public_field_photos_Field photo project access
auth_rls_initplan,Auth RLS Initialization Plan,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if calls to `auth.<function>()` in RLS policies are being unnecessarily re-evaluated for each row,Table `public.messages` has a row level security policy `Users access own messages` that re-evaluates an auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing `auth.<function>()` with `(select auth.<function>())`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.,https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan,"{""name"":""messages"",""type"":""table"",""schema"":""public""}",auth_rls_init_plan_public_messages_Users access own messages
auth_rls_initplan,Auth RLS Initialization Plan,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if calls to `auth.<function>()` in RLS policies are being unnecessarily re-evaluated for each row,Table `public.project_announcements` has a row level security policy `Management create announcements` that re-evaluates an auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing `auth.<function>()` with `(select auth.<function>())`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.,https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan,"{""name"":""project_announcements"",""type"":""table"",""schema"":""public""}",auth_rls_init_plan_public_project_announcements_Management create announcements
auth_rls_initplan,Auth RLS Initialization Plan,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if calls to `auth.<function>()` in RLS policies are being unnecessarily re-evaluated for each row,Table `public.user_dashboard_settings` has a row level security policy `User dashboard settings` that re-evaluates an auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing `auth.<function>()` with `(select auth.<function>())`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.,https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan,"{""name"":""user_dashboard_settings"",""type"":""table"",""schema"":""public""}",auth_rls_init_plan_public_user_dashboard_settings_User dashboard settings
auth_rls_initplan,Auth RLS Initialization Plan,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if calls to `auth.<function>()` in RLS policies are being unnecessarily re-evaluated for each row,Table `public.client_companies` has a row level security policy `client_companies_client_access` that re-evaluates an auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing `auth.<function>()` with `(select auth.<function>())`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.,https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan,"{""name"":""client_companies"",""type"":""table"",""schema"":""public""}",auth_rls_init_plan_public_client_companies_client_companies_client_access
auth_rls_initplan,Auth RLS Initialization Plan,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if calls to `auth.<function>()` in RLS policies are being unnecessarily re-evaluated for each row,Table `public.client_users` has a row level security policy `client_users_own_access` that re-evaluates an auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing `auth.<function>()` with `(select auth.<function>())`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.,https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan,"{""name"":""client_users"",""type"":""table"",""schema"":""public""}",auth_rls_init_plan_public_client_users_client_users_own_access
auth_rls_initplan,Auth RLS Initialization Plan,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if calls to `auth.<function>()` in RLS policies are being unnecessarily re-evaluated for each row,Table `public.client_project_access` has a row level security policy `client_project_access_own_access` that re-evaluates an auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing `auth.<function>()` with `(select auth.<function>())`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.,https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan,"{""name"":""client_project_access"",""type"":""table"",""schema"":""public""}",auth_rls_init_plan_public_client_project_access_client_project_access_own_access
auth_rls_initplan,Auth RLS Initialization Plan,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if calls to `auth.<function>()` in RLS policies are being unnecessarily re-evaluated for each row,Table `public.client_permissions` has a row level security policy `client_permissions_own_access` that re-evaluates an auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing `auth.<function>()` with `(select auth.<function>())`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.,https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan,"{""name"":""client_permissions"",""type"":""table"",""schema"":""public""}",auth_rls_init_plan_public_client_permissions_client_permissions_own_access
auth_rls_initplan,Auth RLS Initialization Plan,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if calls to `auth.<function>()` in RLS policies are being unnecessarily re-evaluated for each row,Table `public.client_document_access` has a row level security policy `client_document_access_own_access` that re-evaluates an auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing `auth.<function>()` with `(select auth.<function>())`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.,https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan,"{""name"":""client_document_access"",""type"":""table"",""schema"":""public""}",auth_rls_init_plan_public_client_document_access_client_document_access_own_access
auth_rls_initplan,Auth RLS Initialization Plan,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if calls to `auth.<function>()` in RLS policies are being unnecessarily re-evaluated for each row,Table `public.client_document_approvals` has a row level security policy `client_document_approvals_own_access` that re-evaluates an auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing `auth.<function>()` with `(select auth.<function>())`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.,https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan,"{""name"":""client_document_approvals"",""type"":""table"",""schema"":""public""}",auth_rls_init_plan_public_client_document_approvals_client_document_approvals_own_access
auth_rls_initplan,Auth RLS Initialization Plan,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if calls to `auth.<function>()` in RLS policies are being unnecessarily re-evaluated for each row,Table `public.client_document_approvals` has a row level security policy `client_document_approvals_own_create` that re-evaluates an auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing `auth.<function>()` with `(select auth.<function>())`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.,https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan,"{""name"":""client_document_approvals"",""type"":""table"",""schema"":""public""}",auth_rls_init_plan_public_client_document_approvals_client_document_approvals_own_create
auth_rls_initplan,Auth RLS Initialization Plan,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if calls to `auth.<function>()` in RLS policies are being unnecessarily re-evaluated for each row,Table `public.client_document_comments` has a row level security policy `client_document_comments_own_access` that re-evaluates an auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing `auth.<function>()` with `(select auth.<function>())`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.,https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan,"{""name"":""client_document_comments"",""type"":""table"",""schema"":""public""}",auth_rls_init_plan_public_client_document_comments_client_document_comments_own_access
auth_rls_initplan,Auth RLS Initialization Plan,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if calls to `auth.<function>()` in RLS policies are being unnecessarily re-evaluated for each row,Table `public.client_document_comments` has a row level security policy `client_document_comments_own_create` that re-evaluates an auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing `auth.<function>()` with `(select auth.<function>())`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.,https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan,"{""name"":""client_document_comments"",""type"":""table"",""schema"":""public""}",auth_rls_init_plan_public_client_document_comments_client_document_comments_own_create
auth_rls_initplan,Auth RLS Initialization Plan,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if calls to `auth.<function>()` in RLS policies are being unnecessarily re-evaluated for each row,Table `public.client_notifications` has a row level security policy `client_notifications_own_access` that re-evaluates an auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing `auth.<function>()` with `(select auth.<function>())`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.,https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan,"{""name"":""client_notifications"",""type"":""table"",""schema"":""public""}",auth_rls_init_plan_public_client_notifications_client_notifications_own_access
auth_rls_initplan,Auth RLS Initialization Plan,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if calls to `auth.<function>()` in RLS policies are being unnecessarily re-evaluated for each row,Table `public.client_notifications` has a row level security policy `client_notifications_own_update` that re-evaluates an auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing `auth.<function>()` with `(select auth.<function>())`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.,https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan,"{""name"":""client_notifications"",""type"":""table"",""schema"":""public""}",auth_rls_init_plan_public_client_notifications_client_notifications_own_update
auth_rls_initplan,Auth RLS Initialization Plan,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if calls to `auth.<function>()` in RLS policies are being unnecessarily re-evaluated for each row,Table `public.client_activity_log` has a row level security policy `client_activity_log_own_access` that re-evaluates an auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing `auth.<function>()` with `(select auth.<function>())`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.,https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan,"{""name"":""client_activity_log"",""type"":""table"",""schema"":""public""}",auth_rls_init_plan_public_client_activity_log_client_activity_log_own_access
auth_rls_initplan,Auth RLS Initialization Plan,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if calls to `auth.<function>()` in RLS policies are being unnecessarily re-evaluated for each row,Table `public.client_communication_threads` has a row level security policy `client_communication_threads_participant_access` that re-evaluates an auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing `auth.<function>()` with `(select auth.<function>())`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.,https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan,"{""name"":""client_communication_threads"",""type"":""table"",""schema"":""public""}",auth_rls_init_plan_public_client_communication_threads_client_communication_threads_participant_access
auth_rls_initplan,Auth RLS Initialization Plan,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if calls to `auth.<function>()` in RLS policies are being unnecessarily re-evaluated for each row,Table `public.client_communication_threads` has a row level security policy `client_communication_threads_client_create` that re-evaluates an auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing `auth.<function>()` with `(select auth.<function>())`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.,https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan,"{""name"":""client_communication_threads"",""type"":""table"",""schema"":""public""}",auth_rls_init_plan_public_client_communication_threads_client_communication_threads_client_create
auth_rls_initplan,Auth RLS Initialization Plan,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if calls to `auth.<function>()` in RLS policies are being unnecessarily re-evaluated for each row,Table `public.client_messages` has a row level security policy `client_messages_participant_access` that re-evaluates an auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing `auth.<function>()` with `(select auth.<function>())`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.,https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan,"{""name"":""client_messages"",""type"":""table"",""schema"":""public""}",auth_rls_init_plan_public_client_messages_client_messages_participant_access
auth_rls_initplan,Auth RLS Initialization Plan,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if calls to `auth.<function>()` in RLS policies are being unnecessarily re-evaluated for each row,Table `public.client_messages` has a row level security policy `client_messages_participant_create` that re-evaluates an auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing `auth.<function>()` with `(select auth.<function>())`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.,https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan,"{""name"":""client_messages"",""type"":""table"",""schema"":""public""}",auth_rls_init_plan_public_client_messages_client_messages_participant_create
auth_rls_initplan,Auth RLS Initialization Plan,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if calls to `auth.<function>()` in RLS policies are being unnecessarily re-evaluated for each row,Table `public.purchase_orders` has a row level security policy `Purchase order creator access` that re-evaluates an auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing `auth.<function>()` with `(select auth.<function>())`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.,https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan,"{""name"":""purchase_orders"",""type"":""table"",""schema"":""public""}",auth_rls_init_plan_public_purchase_orders_Purchase order creator access
auth_rls_initplan,Auth RLS Initialization Plan,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if calls to `auth.<function>()` in RLS policies are being unnecessarily re-evaluated for each row,Table `public.vendor_ratings` has a row level security policy `Rater own vendor rating access` that re-evaluates an auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing `auth.<function>()` with `(select auth.<function>())`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.,https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan,"{""name"":""vendor_ratings"",""type"":""table"",""schema"":""public""}",auth_rls_init_plan_public_vendor_ratings_Rater own vendor rating access
auth_rls_initplan,Auth RLS Initialization Plan,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if calls to `auth.<function>()` in RLS policies are being unnecessarily re-evaluated for each row,Table `public.approval_workflows` has a row level security policy `Approver workflow access` that re-evaluates an auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing `auth.<function>()` with `(select auth.<function>())`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.,https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan,"{""name"":""approval_workflows"",""type"":""table"",""schema"":""public""}",auth_rls_init_plan_public_approval_workflows_Approver workflow access
auth_rls_initplan,Auth RLS Initialization Plan,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if calls to `auth.<function>()` in RLS policies are being unnecessarily re-evaluated for each row,Table `public.approval_workflows` has a row level security policy `Purchase request workflow visibility` that re-evaluates an auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing `auth.<function>()` with `(select auth.<function>())`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.,https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan,"{""name"":""approval_workflows"",""type"":""table"",""schema"":""public""}",auth_rls_init_plan_public_approval_workflows_Purchase request workflow visibility
